CaseId,b52,b73,pid,flow,cost
68, 350, 200, 5, 42.6091, 47.2409
68, 350, 200, 6, 92.8605, 44.0048
68, 350, 200, 7,109.9046, 37.9966
68, 350, 200, 8,107.3139, 30.9966
68, 350, 200, 9,117.1330, 29.2456
69, 350, 250, 1, 95.3142, 46.3857
69, 350, 250, 2, 97.0569, 45.0038
69, 350, 250, 3, 85.4150, 33.3857
69, 350, 250, 4, 98.6896, 30.4965
69, 350, 250, 5, 50.1876, 47.4930
69, 350, 250, 6,110.1159, 44.0115
69, 350, 250, 7,127.8753, 38.3857
69, 350, 250, 8,137.7218, 31.3857
69, 350, 250, 9,151.3067, 29.5042
70, 350, 300, 1,101.3472, 46.7732
70, 350, 300, 2,104.5772, 45.0058
70, 350, 300, 3, 96.9716, 33.7732
70, 350, 300, 4,112.7945, 30.7502
70, 350, 300, 5, 58.2328, 47.7448
70, 350, 300, 6,128.6443, 44.0243
70, 350, 300, 7,146.5031, 38.7732
70, 350, 300, 8,169.3548, 31.7732
70, 350, 300, 9,187.2075, 29.7687
71, 350, 350, 1,106.5807, 47.1594
71, 350, 350, 2,111.4767, 45.0082
71, 350, 350, 3,106.9966, 34.1594
71, 350, 350, 4,125.2822, 31.0040
71, 350, 350, 5, 66.7420, 47.9964
71, 350, 350, 6,148.4296, 44.0472
71, 350, 350, 7,165.7486, 39.1594
71, 350, 350, 8,202.1540, 32.1594
71, 350, 350, 9,224.7191, 30.0430
72, 350, 400, 1,124.5205, 47.5128
72, 350, 400, 2,132.8683, 45.0203
72, 350, 400, 3,141.3611, 34.5128
72, 350, 400, 4,166.4582, 31.2443
72, 350, 400, 5, 68.8774, 48.2250
72, 350, 400, 6,154.0145, 44.0550
72, 350, 400, 7,169.3659, 39.5128
72, 350, 400, 8,208.6380, 32.5128
72, 350, 400, 9,233.2913, 30.2790
73, 400,   0, 1,126.9765, 47.0531
73, 400,   0, 2,133.7628, 45.0022
73, 400,   0, 3,146.0651, 34.0531
73, 400,   0, 4,  0.0000, 30.6082
73, 400,   0, 5, 80.9433, 47.6075
73, 400,   0, 6,176.5679, 44.0037
73, 400,   0, 7,195.8172, 39.0531
73, 400,   0, 8,253.9367, 32.0531
73, 400,   0, 9,  0.0000, 29.6098
74, 400,  50, 1, 61.8190, 44.8178
74, 400,  50, 2, 60.2709, 45.0001
74, 400,  50, 3, 21.2535, 31.8178
74, 400,  50, 4, 23.8867, 29.4818
74, 400,  50, 5, 22.7949, 46.4817
74, 400,  50, 6, 48.8790, 44.0001
74, 400,  50, 7, 60.5660, 36.8178
74, 400,  50, 8, 24.4234, 29.8178
74, 400,  50, 9, 26.1107, 28.4818
75, 400, 100, 1, 71.7557, 45.2127
75, 400, 100, 2, 70.5327, 45.0005
75, 400, 100, 3, 40.2876, 32.2127
75, 400, 100, 4, 45.5995, 29.7357
75, 400, 100, 5, 28.8925, 46.7352
75, 400, 100, 6, 62.2192, 44.0005
75, 400, 100, 7, 76.1626, 37.2127
75, 400, 100, 8, 50.5266, 30.2127
75, 400, 100, 9, 54.3993, 28.7357
76, 400, 150, 1, 80.6010, 45.6056
76, 400, 150, 2, 80.0704, 45.0012
76, 400, 150, 3, 57.2311, 32.6056
76, 400, 150, 4, 65.2294, 29.9894
76, 400, 150, 5, 35.5016, 46.9883
76, 400, 150, 6, 76.8808, 44.0017
76, 400, 150, 7, 92.6325, 37.6056
76, 400, 150, 8, 78.1934, 30.6056
76, 400, 150, 9, 84.7723, 28.9900
77, 400, 200, 1, 88.4192, 45.9966
77, 400, 200, 2, 88.8933, 45.0023
77, 400, 200, 3, 72.2072, 32.9966
77, 400, 200, 4, 82.8656, 30.2430
77, 400, 200, 5, 42.6091, 47.2409
77, 400, 200, 6, 92.8605, 44.0048
77, 400, 200, 7,109.9046, 37.9966
77, 400, 200, 8,107.3139, 30.9966
77, 400, 200, 9,117.1330, 29.2456
78, 400, 250, 1, 95.3142, 46.3857
78, 400, 250, 2, 97.0569, 45.0038
78, 400, 250, 3, 85.4150, 33.3857
78, 400, 250, 4, 98.6896, 30.4965
78, 400, 250, 5, 50.1876, 47.4930
78, 400, 250, 6,110.1159, 44.0115
78, 400, 250, 7,127.8753, 38.3857
78, 400, 250, 8,137.7218, 31.3857
78, 400, 250, 9,151.3067, 29.5042
79, 400, 300, 1,101.3472, 46.7732
79, 400, 300, 2,104.5772, 45.0058
79, 400, 300, 3, 96.9716, 33.7732
79, 400, 300, 4,112.7945, 30.7502
79, 400, 300, 5, 58.2328, 47.7448
79, 400, 300, 6,128.6443, 44.0243
79, 400, 300, 7,146.5031, 38.7732
79, 400, 300, 8,169.3548, 31.7732
79, 400, 300, 9,187.2075, 29.7687
80, 400, 350, 1,106.5807, 47.1594
80, 400, 350, 2,111.4767, 45.0082
80, 400, 350, 3,106.9966, 34.1594
80, 400, 350, 4,125.2822, 31.0040
80, 400, 350, 5, 66.7420, 47.9964
80, 400, 350, 6,148.4296, 44.0472
80, 400, 350, 7,165.7486, 39.1594
80, 400, 350, 8,202.1540, 32.1594
80, 400, 350, 9,224.7191, 30.0430
81, 400, 400, 1,111.0379, 47.5452
81, 400, 400, 2,117.7385, 45.0110
81, 400, 400, 3,115.5345, 34.5452
81, 400, 400, 4,136.1713, 31.2583
81, 400, 400, 5, 75.7475, 48.2484
81, 400, 400, 6,169.5055, 44.0856
81, 400, 400, 7,185.6570, 39.5452
81, 400, 400, 8,236.2034, 32.5452
81, 400, 400, 9,263.8305, 30.3330
