CaseId,b52,b73,pid,flow,cost
17,  50, 350, 1, 67.7319, 44.8614
17,  50, 350, 2, 66.9186, 45.0002
17,  50, 350, 3, 24.0202, 31.8614
17,  50, 350, 4, 25.4703, 29.5168
17,  50, 350, 5, 33.5623, 46.5166
17,  50, 350, 6, 57.6711, 44.0002
17,  50, 350, 7, 54.7053, 36.8614
17,  50, 350, 8, 25.9579, 29.8614
17,  50, 350, 9, 26.8454, 28.5167
18,  50, 400, 1, 67.7319, 44.8614
18,  50, 400, 2, 66.9186, 45.0002
18,  50, 400, 3, 24.0202, 31.8614
18,  50, 400, 4, 25.4703, 29.5168
18,  50, 400, 5, 33.5623, 46.5166
18,  50, 400, 6, 57.6711, 44.0002
18,  50, 400, 7, 54.7053, 36.8614
18,  50, 400, 8, 25.9579, 29.8614
18,  50, 400, 9, 26.8454, 28.5167
19, 100,   0, 1, 83.5089, 45.1171
19, 100,   0, 2, 82.8525, 45.0002
19, 100,   0, 3, 45.8560, 32.1171
19, 100,   0, 4,  0.0000, 29.6038
19, 100,   0, 5, 45.1745, 46.6037
19, 100,   0, 6, 77.6732, 44.0002
19, 100,   0, 7, 73.2213, 37.1171
19, 100,   0, 8, 54.0940, 30.1171
19, 100,   0, 9,  0.0000, 28.6038
20, 100,  50, 1, 66.5989, 44.8412
20, 100,  50, 2, 65.7814, 45.0002
20, 100,  50, 3, 22.4522, 31.8412
20, 100,  50, 4, 23.8031, 29.5040
20, 100,  50, 5, 33.2984, 46.5039
20, 100,  50, 6, 57.2126, 44.0002
20, 100,  50, 7, 54.2839, 36.8412
20, 100,  50, 8, 25.3178, 29.8412
20, 100,  50, 9, 26.1784, 28.5040
21, 100, 100, 1, 81.1666, 45.2840
21, 100, 100, 2, 80.6324, 45.0007
21, 100, 100, 3, 42.6145, 32.2840
21, 100, 100, 4, 45.3592, 29.7872
21, 100, 100, 5, 44.5666, 46.7866
21, 100, 100, 6, 76.8051, 44.0008
21, 100, 100, 7, 72.2726, 37.2840
21, 100, 100, 8, 52.6464, 30.2840
21, 100, 100, 9, 54.6536, 28.7873
22, 100, 150, 1, 83.8169, 45.3274
22, 100, 150, 2, 83.3377, 45.0008
22, 100, 150, 3, 46.2824, 32.3274
22, 100, 150, 4, 49.2832, 29.8146
22, 100, 150, 5, 45.0245, 46.8138
22, 100, 150, 6, 77.6141, 44.0009
22, 100, 150, 7, 72.9802, 37.3274
22, 100, 150, 8, 53.7282, 30.3274
22, 100, 150, 9, 55.7991, 28.8146
23, 100, 200, 1, 83.8169, 45.3274
23, 100, 200, 2, 83.3377, 45.0008
23, 100, 200, 3, 46.2824, 32.3274
23, 100, 200, 4, 49.2832, 29.8146
23, 100, 200, 5, 45.0245, 46.8138
23, 100, 200, 6, 77.6141, 44.0009
23, 100, 200, 7, 72.9802, 37.3274
23, 100, 200, 8, 53.7282, 30.3274
23, 100, 200, 9, 55.7991, 28.8146
24, 100, 250, 1, 83.8169, 45.3274
24, 100, 250, 2, 83.3377, 45.0008
24, 100, 250, 3, 46.2824, 32.3274
24, 100, 250, 4, 49.2832, 29.8146
24, 100, 250, 5, 45.0245, 46.8138
24, 100, 250, 6, 77.6141, 44.0009
24, 100, 250, 7, 72.9802, 37.3274
24, 100, 250, 8, 53.7282, 30.3274
24, 100, 250, 9, 55.7991, 28.8146
25, 100, 300, 1, 83.8169, 45.3274
25, 100, 300, 2, 83.3377, 45.0008
25, 100, 300, 3, 46.2824, 32.3274
25, 100, 300, 4, 49.2832, 29.8146
25, 100, 300, 5, 45.0245, 46.8138
25, 100, 300, 6, 77.6141, 44.0009
25, 100, 300, 7, 72.9802, 37.3274
25, 100, 300, 8, 53.7282, 30.3274
25, 100, 300, 9, 55.7991, 28.8146
26, 100, 350, 1, 83.8169, 45.3274
26, 100, 350, 2, 83.3377, 45.0008
26, 100, 350, 3, 46.2824, 32.3274
26, 100, 350, 4, 49.2832, 29.8146
26, 100, 350, 5, 45.0245, 46.8138
26, 100, 350, 6, 77.6141, 44.0009
26, 100, 350, 7, 72.9802, 37.3274
26, 100, 350, 8, 53.7282, 30.3274
26, 100, 350, 9, 55.7991, 28.8146
27, 100, 400, 1, 83.8169, 45.3274
27, 100, 400, 2, 83.3377, 45.0008
27, 100, 400, 3, 46.2824, 32.3274
27, 100, 400, 4, 49.2832, 29.8146
27, 100, 400, 5, 45.0245, 46.8138
27, 100, 400, 6, 77.6141, 44.0009
27, 100, 400, 7, 72.9802, 37.3274
27, 100, 400, 8, 53.7282, 30.3274
27, 100, 400, 9, 55.7991, 28.8146
28, 150,   0, 1, 97.9907, 45.4790
28, 150,   0, 2, 97.8110, 45.0004
28, 150,   0, 3, 65.8995, 32.4790
28, 150,   0, 4,  0.0000, 29.7974
28, 150,   0, 5, 57.7148, 46.7972
28, 150,   0, 6, 99.4171, 44.0005
28, 150,   0, 7, 92.9050, 37.4790
28, 150,   0, 8, 84.0958, 30.4790
28, 150,   0, 9,  0.0000, 28.7974
29, 150,  50, 1, 66.5989, 44.8412
29, 150,  50, 2, 65.7814, 45.0002
29, 150,  50, 3, 22.4522, 31.8412
29, 150,  50, 4, 23.8031, 29.5040
29, 150,  50, 5, 33.2984, 46.5039
29, 150,  50, 6, 57.2126, 44.0002
29, 150,  50, 7, 54.2839, 36.8412
29, 150,  50, 8, 25.3178, 29.8412
29, 150,  50, 9, 26.1784, 28.5040
30, 150, 100, 1, 81.3096, 45.2835
30, 150, 100, 2, 80.7758, 45.0007
30, 150, 100, 3, 42.8122, 32.2835
30, 150, 100, 4, 45.5695, 29.7868
30, 150, 100, 5, 44.4696, 46.7862
30, 150, 100, 6, 76.6365, 44.0008
30, 150, 100, 7, 72.1164, 37.2835
30, 150, 100, 8, 52.4094, 30.2835
30, 150, 100, 9, 54.4075, 28.7869
31, 150, 150, 1, 94.1019, 45.7252
31, 150, 150, 2, 94.1469, 45.0017
31, 150, 150, 3, 60.5172, 32.7252
31, 150, 150, 4, 64.6694, 30.0708
31, 150, 150, 5, 56.7553, 47.0693
31, 150, 150, 6, 98.1777, 44.0029
31, 150, 150, 7, 91.4457, 37.7252
31, 150, 150, 8, 81.8576, 30.7252
31, 150, 150, 9, 85.3117, 29.0720
32, 150, 200, 1, 98.4485, 45.7950
32, 150, 200, 2, 98.6575, 45.0022
32, 150, 200, 3, 66.5329, 32.7950
32, 150, 200, 4, 71.1430, 30.1151
32, 150, 200, 5, 57.4514, 47.1131
32, 150, 200, 6, 99.4300, 44.0031
32, 150, 200, 7, 92.4855, 37.7950
32, 150, 200, 8, 83.4582, 30.7950
32, 150, 200, 9, 87.0356, 29.1160
33, 150, 250, 1, 98.4485, 45.7950
33, 150, 250, 2, 98.6575, 45.0022
33, 150, 250, 3, 66.5329, 32.7950
33, 150, 250, 4, 71.1430, 30.1151
33, 150, 250, 5, 57.4514, 47.1131
33, 150, 250, 6, 99.4300, 44.0031
33, 150, 250, 7, 92.4855, 37.7950
33, 150, 250, 8, 83.4582, 30.7950
33, 150, 250, 9, 87.0356, 29.1160
34, 150, 300, 1, 98.4485, 45.7950
34, 150, 300, 2, 98.6575, 45.0022
34, 150, 300, 3, 66.5329, 32.7950
34, 150, 300, 4, 71.1430, 30.1151
34, 150, 300, 5, 57.4514, 47.1131
34, 150, 300, 6, 99.4300, 44.0031
34, 150, 300, 7, 92.4855, 37.7950
34, 150, 300, 8, 83.4582, 30.7950
34, 150, 300, 9, 87.0356, 29.1160
35, 150, 350, 1, 98.4485, 45.7950
35, 150, 350, 2, 98.6575, 45.0022
35, 150, 350, 3, 66.5329, 32.7950
35, 150, 350, 4, 71.1430, 30.1151
35, 150, 350, 5, 57.4514, 47.1131
35, 150, 350, 6, 99.4300, 44.0031
35, 150, 350, 7, 92.4855, 37.7950
35, 150, 350, 8, 83.4582, 30.7950
35, 150, 350, 9, 87.0356, 29.1160
36, 150, 400, 1, 98.4485, 45.7950
36, 150, 400, 2, 98.6575, 45.0022
36, 150, 400, 3, 66.5329, 32.7950
36, 150, 400, 4, 71.1430, 30.1151
36, 150, 400, 5, 57.4514, 47.1131
36, 150, 400, 6, 99.4300, 44.0031
36, 150, 400, 7, 92.4855, 37.7950
36, 150, 400, 8, 83.4582, 30.7950
36, 150, 400, 9, 87.0356, 29.1160
37, 200,   0, 1,110.9384, 45.8418
37, 200,   0, 2,111.4723, 45.0008
37, 200,   0, 3, 83.8194, 32.8418
37, 200,   0, 4,  0.0000, 29.9925
37, 200,   0, 5, 71.2813, 46.9922
37, 200,   0, 6,123.0380, 44.0010
37, 200,   0, 7,113.8796, 37.8418
37, 200,   0, 8,116.1601, 30.8418
37, 200,   0, 9,  0.0000, 28.9927
38, 200,  50, 1, 66.5989, 44.8412
38, 200,  50, 2, 65.7814, 45.0002
38, 200,  50, 3, 22.4522, 31.8412
38, 200,  50, 4, 23.8031, 29.5040
38, 200,  50, 5, 33.2984, 46.5039
38, 200,  50, 6, 57.2126, 44.0002
38, 200,  50, 7, 54.2839, 36.8412
38, 200,  50, 8, 25.3178, 29.8412
38, 200,  50, 9, 26.1784, 28.5040
39, 200, 100, 1, 81.3096, 45.2835
39, 200, 100, 2, 80.7758, 45.0007
39, 200, 100, 3, 42.8122, 32.2835
39, 200, 100, 4, 45.5695, 29.7868
39, 200, 100, 5, 44.4696, 46.7862
39, 200, 100, 6, 76.6365, 44.0008
39, 200, 100, 7, 72.1164, 37.2835
39, 200, 100, 8, 52.4094, 30.2835
39, 200, 100, 9, 54.4075, 28.7869
40, 200, 150, 1, 94.1019, 45.7252
40, 200, 150, 2, 94.1469, 45.0017
40, 200, 150, 3, 60.5172, 32.7252
40, 200, 150, 4, 64.6694, 30.0708
40, 200, 150, 5, 56.7553, 47.0693
40, 200, 150, 6, 98.1777, 44.0029
40, 200, 150, 7, 91.4457, 37.7252
40, 200, 150, 8, 81.8576, 30.7252
40, 200, 150, 9, 85.3117, 29.0720
41, 200, 200, 1,105.5487, 46.1656
41, 200, 200, 2,106.4224, 45.0034
41, 200, 200, 3, 76.3600, 33.1656
41, 200, 200, 4, 81.9172, 30.3556
41, 200, 200, 5, 69.8351, 47.3526
41, 200, 200, 6,121.2997, 44.0083
41, 200, 200, 7,111.7302, 38.1656
41, 200, 200, 8,112.8482, 31.1656
41, 200, 200, 9,118.0575, 29.3605
42, 200, 250, 1,111.8750, 46.2646
42, 200, 250, 2,113.0897, 45.0047
42, 200, 250, 3, 85.1157, 33.2646
42, 200, 250, 4, 91.3915, 30.4190
42, 200, 250, 5, 70.7552, 47.4148
42, 200, 250, 6,122.9886, 44.0089
42, 200, 250, 7,113.0476, 38.2646
42, 200, 250, 8,114.8938, 31.2646
42, 200, 250, 9,120.3067, 29.4232
43, 200, 300, 1,111.8750, 46.2646
43, 200, 300, 2,113.0897, 45.0047
43, 200, 300, 3, 85.1157, 33.2646
43, 200, 300, 4, 91.3915, 30.4190
43, 200, 300, 5, 70.7552, 47.4148
43, 200, 300, 6,122.9886, 44.0089
43, 200, 300, 7,113.0476, 38.2646
43, 200, 300, 8,114.8938, 31.2646
43, 200, 300, 9,120.3067, 29.4232
44, 200, 350, 1,111.8750, 46.2646
44, 200, 350, 2,113.0897, 45.0047
44, 200, 350, 3, 85.1157, 33.2646
44, 200, 350, 4, 91.3915, 30.4190
44, 200, 350, 5, 70.7552, 47.4148
44, 200, 350, 6,122.9886, 44.0089
44, 200, 350, 7,113.0476, 38.2646
44, 200, 350, 8,114.8938, 31.2646
44, 200, 350, 9,120.3067, 29.4232
45, 200, 400, 1,111.8750, 46.2646
45, 200, 400, 2,113.0897, 45.0047
45, 200, 400, 3, 85.1157, 33.2646
45, 200, 400, 4, 91.3915, 30.4190
45, 200, 400, 5, 70.7552, 47.4148
45, 200, 400, 6,122.9886, 44.0089
45, 200, 400, 7,113.0476, 38.2646
45, 200, 400, 8,114.8938, 31.2646
45, 200, 400, 9,120.3067, 29.4232
46, 250,   0, 1,122.6808, 46.2056
46, 250,   0, 2,124.1379, 45.0014
46, 250,   0, 3,100.0712, 33.2056
46, 250,   0, 4,  0.0000, 30.1891
46, 250,   0, 5, 85.7284, 47.1885
46, 250,   0, 6,148.2989, 44.0020
46, 250,   0, 7,135.8812, 38.2056
46, 250,   0, 8,149.8948, 31.2056
46, 250,   0, 9,  0.0000, 29.1897
47, 250,  50, 1, 66.5989, 44.8412
47, 250,  50, 2, 65.7814, 45.0002
47, 250,  50, 3, 22.4522, 31.8412
47, 250,  50, 4, 23.8031, 29.5040
47, 250,  50, 5, 33.2984, 46.5039
47, 250,  50, 6, 57.2126, 44.0002
47, 250,  50, 7, 54.2839, 36.8412
47, 250,  50, 8, 25.3178, 29.8412
47, 250,  50, 9, 26.1784, 28.5040
48, 250, 100, 1, 81.3096, 45.2835
48, 250, 100, 2, 80.7758, 45.0007
48, 250, 100, 3, 42.8122, 32.2835
48, 250, 100, 4, 45.5695, 29.7868
48, 250, 100, 5, 44.4696, 46.7862
48, 250, 100, 6, 76.6365, 44.0008
48, 250, 100, 7, 72.1164, 37.2835
48, 250, 100, 8, 52.4094, 30.2835
48, 250, 100, 9, 54.4075, 28.7869
49, 250, 150, 1, 94.1019, 45.7252
49, 250, 150, 2, 94.1469, 45.0017
49, 250, 150, 3, 60.5172, 32.7252
49, 250, 150, 4, 64.6694, 30.0708
49, 250, 150, 5, 56.7553, 47.0693
49, 250, 150, 6, 98.1777, 44.0029
49, 250, 150, 7, 91.4457, 37.7252
49, 250, 150, 8, 81.8576, 30.7252
49, 250, 150, 9, 85.3117, 29.0720
50, 250, 200, 1,105.5343, 46.1656
50, 250, 200, 2,106.4074, 45.0034
50, 250, 200, 3, 76.3399, 33.1656
50, 250, 200, 4, 81.8958, 30.3556
50, 250, 200, 5, 69.8428, 47.3526
50, 250, 200, 6,121.3131, 44.0083
50, 250, 200, 7,111.7421, 38.1656
50, 250, 200, 8,112.8664, 31.1656
50, 250, 200, 9,118.0767, 29.3605
51, 250, 250, 1,115.5195, 46.6053
51, 250, 250, 2,117.4241, 45.0058
51, 250, 250, 3, 90.1598, 33.6053
51, 250, 250, 4, 97.0939, 30.6415
51, 250, 250, 5, 83.8194, 47.6364
51, 250, 250, 6,146.2058, 44.0199
51, 250, 250, 7,133.1205, 38.6053
51, 250, 250, 8,145.6171, 31.6053
51, 250, 250, 9,152.8905, 29.6556
52, 250, 300, 1,123.9721, 46.7358
52, 250, 300, 2,126.4669, 45.0083
52, 250, 300, 3,101.8585, 33.7358
52, 250, 300, 4,109.8188, 30.7259
52, 250, 300, 5, 84.9905, 47.7184
52, 250, 300, 6,148.3996, 44.0214
52, 250, 300, 7,134.7240, 38.7358
52, 250, 300, 8,148.1309, 31.7358
52, 250, 300, 9,155.7137, 29.7389
53, 250, 350, 1,123.9721, 46.7358
53, 250, 350, 2,126.4669, 45.0083
53, 250, 350, 3,101.8585, 33.7358
53, 250, 350, 4,109.8188, 30.7259
53, 250, 350, 5, 84.9905, 47.7184
53, 250, 350, 6,148.3996, 44.0214
53, 250, 350, 7,134.7240, 38.7358
53, 250, 350, 8,148.1309, 31.7358
53, 250, 350, 9,155.7137, 29.7389
54, 250, 400, 1,123.9721, 46.7358
54, 250, 400, 2,126.4669, 45.0083
54, 250, 400, 3,101.8585, 33.7358
54, 250, 400, 4,109.8188, 30.7259
54, 250, 400, 5, 84.9905, 47.7184
54, 250, 400, 6,148.3996, 44.0214
54, 250, 400, 7,134.7240, 38.7358
54, 250, 400, 8,148.1309, 31.7358
54, 250, 400, 9,155.7137, 29.7389
55, 300,   0, 1,133.0312, 46.5711
55, 300,   0, 2,135.5840, 45.0022
55, 300,   0, 3,114.3966, 33.5711
55, 300,   0, 4,  0.0000, 30.3875
55, 300,   0, 5,101.2059, 47.3867
55, 300,   0, 6,175.4734, 44.0037
55, 300,   0, 7,159.1136, 38.5711
55, 300,   0, 8,185.6199, 31.5711
55, 300,   0, 9,  0.0000, 29.3890
56, 300,  50, 1, 66.5989, 44.8412
56, 300,  50, 2, 65.7814, 45.0002
56, 300,  50, 3, 22.4522, 31.8412
56, 300,  50, 4, 23.8031, 29.5040
56, 300,  50, 5, 33.2984, 46.5039
56, 300,  50, 6, 57.2126, 44.0002
56, 300,  50, 7, 54.2839, 36.8412
56, 300,  50, 8, 25.3178, 29.8412
56, 300,  50, 9, 26.1784, 28.5040
57, 300, 100, 1, 81.3096, 45.2835
57, 300, 100, 2, 80.7758, 45.0007
57, 300, 100, 3, 42.8122, 32.2835
57, 300, 100, 4, 45.5695, 29.7868
57, 300, 100, 5, 44.4696, 46.7862
57, 300, 100, 6, 76.6365, 44.0008
57, 300, 100, 7, 72.1164, 37.2835
57, 300, 100, 8, 52.4094, 30.2835
57, 300, 100, 9, 54.4075, 28.7869
58, 300, 150, 1, 94.1019, 45.7252
58, 300, 150, 2, 94.1469, 45.0017
58, 300, 150, 3, 60.5172, 32.7252
58, 300, 150, 4, 64.6694, 30.0708
58, 300, 150, 5, 56.7553, 47.0693
58, 300, 150, 6, 98.1777, 44.0029
58, 300, 150, 7, 91.4457, 37.7252
58, 300, 150, 8, 81.8576, 30.7252
58, 300, 150, 9, 85.3117, 29.0720
59, 300, 200, 1,105.5343, 46.1656
59, 300, 200, 2,106.4074, 45.0034
59, 300, 200, 3, 76.3399, 33.1656
59, 300, 200, 4, 81.8958, 30.3556
59, 300, 200, 5, 69.8428, 47.3526
59, 300, 200, 6,121.3131, 44.0083
59, 300, 200, 7,111.7421, 38.1656
59, 300, 200, 8,112.8664, 31.1656
59, 300, 200, 9,118.0767, 29.3605
60, 300, 250, 1,115.5195, 46.6053
60, 300, 250, 2,117.4241, 45.0058
60, 300, 250, 3, 90.1598, 33.6053
60, 300, 250, 4, 97.0939, 30.6415
60, 300, 250, 5, 83.8194, 47.6364
60, 300, 250, 6,146.2058, 44.0199
60, 300, 250, 7,133.1205, 38.6053
60, 300, 250, 8,145.6171, 31.6053
60, 300, 250, 9,152.8905, 29.6556
61, 300, 300, 1,124.2499, 47.0441
61, 300, 300, 2,127.3533, 45.0089
61, 300, 300, 3,102.2431, 34.0441
61, 300, 300, 4,110.5259, 30.9283
61, 300, 300, 5, 98.5890, 47.9206
61, 300, 300, 6,172.6834, 44.0425
61, 300, 300, 7,155.4052, 39.0441
61, 300, 300, 8,179.8494, 32.0441
61, 300, 300, 9,189.4595, 29.9619
62, 300, 350, 1,135.0493, 47.2089
62, 300, 350, 2,139.0735, 45.0135
62, 300, 350, 3,117.1896, 34.2089
62, 300, 350, 4,126.8633, 31.0362
62, 300, 350, 5,100.0284, 48.0242
62, 300, 350, 6,175.4346, 44.0456
62, 300, 350, 7,157.2825, 39.2089
62, 300, 350, 8,182.8238, 32.2089
62, 300, 350, 9,192.8729, 30.0684
63, 300, 400, 1,135.0493, 47.2089
63, 300, 400, 2,139.0735, 45.0135
63, 300, 400, 3,117.1896, 34.2089
63, 300, 400, 4,126.8633, 31.0362
63, 300, 400, 5,100.0284, 48.0242
63, 300, 400, 6,175.4346, 44.0456
63, 300, 400, 7,157.2825, 39.2089
63, 300, 400, 8,182.8238, 32.2089
63, 300, 400, 9,192.8729, 30.0684
64, 350,   0, 1,142.3150, 46.9368
64, 350,   0, 2,146.1156, 45.0034
64, 350,   0, 3,127.2456, 33.9368
64, 350,   0, 4,  0.0000, 30.5870
64, 350,   0, 5,117.4744, 47.5859
64, 350,   0, 6,204.1588, 44.0064
64, 350,   0, 7,183.1751, 38.9368
64, 350,   0, 8,222.7302, 31.9368
64, 350,   0, 9,  0.0000, 29.5900
65, 350,  50, 1, 66.5989, 44.8412
65, 350,  50, 2, 65.7814, 45.0002
65, 350,  50, 3, 22.4522, 31.8412
65, 350,  50, 4, 23.8031, 29.5040
65, 350,  50, 5, 33.2984, 46.5039
65, 350,  50, 6, 57.2126, 44.0002
65, 350,  50, 7, 54.2839, 36.8412
65, 350,  50, 8, 25.3178, 29.8412
65, 350,  50, 9, 26.1784, 28.5040
66, 350, 100, 1, 81.3096, 45.2835
66, 350, 100, 2, 80.7758, 45.0007
66, 350, 100, 3, 42.8122, 32.2835
66, 350, 100, 4, 45.5695, 29.7868
66, 350, 100, 5, 44.4696, 46.7862
66, 350, 100, 6, 76.6365, 44.0008
66, 350, 100, 7, 72.1164, 37.2835
66, 350, 100, 8, 52.4094, 30.2835
66, 350, 100, 9, 54.4075, 28.7869
67, 350, 150, 1, 94.1019, 45.7252
67, 350, 150, 2, 94.1469, 45.0017
67, 350, 150, 3, 60.5172, 32.7252
67, 350, 150, 4, 64.6694, 30.0708
67, 350, 150, 5, 56.7553, 47.0693
67, 350, 150, 6, 98.1777, 44.0029
67, 350, 150, 7, 91.4457, 37.7252
67, 350, 150, 8, 81.8576, 30.7252
67, 350, 150, 9, 85.3117, 29.0720
68, 350, 200, 1,105.5343, 46.1656
68, 350, 200, 2,106.4074, 45.0034
68, 350, 200, 3, 76.3399, 33.1656
68, 350, 200, 4, 81.8958, 30.3556
68, 350, 200, 5, 69.8428, 47.3526
68, 350, 200, 6,121.3131, 44.0083
68, 350, 200, 7,111.7421, 38.1656
